id,name_ja,name_kana,name_en,genus_ja,generation,type1,type2,height,weight,hp,attack,defense,special_attack,special_defense,speed,base_stats_total,is_legendary,is_mythical,flavor_text_ja,sprite_url,artwork_url
123,ストライク,,scyther,かまきりポケモン,1,bug,flying,1.5,56.0,70,110,80,55,80,105,500,0,0,鋭い カマで 獲物を 切り裂き 息の根を 止める。ごくまれに 羽を 使って 飛ぶ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png
124,ルージュラ,,jynx,ひとがたポケモン,1,ice,psychic,1.4,40.6,65,50,35,115,95,95,455,0,0,腰を 振るように 歩いている。 油断をすると 思わず 釣られて 踊ってしまうという。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/124.png
125,エレブー,,electabuzz,でんげきポケモン,1,electric,,1.1,30.0,65,83,57,95,85,105,490,0,0,体の 表面には 電気が 流れている。あたりが 暗いと 全身が 青白く 光るのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png
126,ブーバー,,magmar,ひふきポケモン,1,fire,,1.3,44.5,65,95,57,100,85,93,495,0,0,火山の 火口近くで 見つかった。 口から 炎を 吐く。 体温は １２００度もある。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png
127,カイロス,,pinsir,くわがたポケモン,1,bug,,1.5,55.0,65,125,100,55,70,85,500,0,0,２本の ツノで 獲物を 挟んで ちぎれるまで 放さない。ちぎれない ときは かなたまで 投げ飛ばすのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png
128,ケンタロス,,tauros,あばれうしポケモン,1,normal,,1.4,88.4,75,100,95,40,70,110,490,0,0,３本の 尻尾で 自分を たたき 戦う 気持ちを 高めると 全速力で 突っこんでくる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png
129,コイキング,,magikarp,さかなポケモン,1,water,,0.9,10.0,20,10,55,15,20,80,200,0,0,力も スピードも ほとんど ダメ。 世界で 一番 弱くて 情けない ポケモンだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png
130,ギャラドス,,gyarados,きょうあくポケモン,1,water,flying,6.5,235.0,95,125,79,60,100,81,540,0,0,争いの 起こった 村を 焼きつくしたという 記録が 古文書に 残されている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png
131,ラプラス,,lapras,のりものポケモン,1,water,ice,2.5,220.0,130,85,80,85,95,60,535,0,0,優しい 心の 持ち主。 めったに 争わないため たくさん 捕まえられ 数が 減った。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png
132,メタモン,,ditto,へんしんポケモン,1,normal,,0.3,4.0,48,48,48,48,48,48,288,0,0,全身の 細胞を 組み替えて 見たものの 形 そっくりに 変身する 能力を 持つ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png
133,イーブイ,,eevee,しんかポケモン,1,normal,,0.3,6.5,55,55,50,45,65,55,325,0,0,進化のとき 姿と 能力が 変わることで きびしい 環境に 対応する 珍しい ポケモン。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png
134,シャワーズ,,vaporeon,あわはきポケモン,1,water,,1.0,29.0,130,65,60,110,95,65,525,0,0,きれいな 水辺を 好んでいる。 細胞が 水の 分子に 似ており 水に 溶けることもできる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png
135,サンダース,,jolteon,かみなりポケモン,1,electric,,0.8,24.5,65,65,60,110,95,130,525,0,0,体内に 電気が たまると 全身の 体毛が 全部 鋭く とがりはじめる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png
136,ブースター,,flareon,ほのおポケモン,1,fire,,0.9,25.0,65,130,60,95,110,65,525,0,0,体内に 炎袋を 持つ。 戦いが はじまる 直前には 体温が ９００度まで 上がる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png
137,ポリゴン,,porygon,バーチャルポケモン,1,normal,,0.8,36.5,65,60,70,85,75,40,395,0,0,研究の末 生み出された 人工の ポケモン。基本的な 動作しか プログラムされていない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png
138,オムナイト,,omanyte,うずまきポケモン,1,rock,water,0.4,7.5,35,40,100,90,55,35,355,0,0,大昔 海に 住んでいた 古代ポケモン。１０本の 脚を くねらせて 泳ぐ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png
139,オムスター,,omastar,うずまきポケモン,1,rock,water,1.0,35.0,70,60,125,115,70,55,495,0,0,触手が 手足のように 発達している。しがみつくと 同時に かみついてくる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png
140,カブト,,kabuto,こうらポケモン,1,rock,water,0.5,11.5,30,80,90,55,45,55,355,0,0,３億年前の 砂浜で 暮らしていたと 考えられている。 硬い 殻が 身を 守る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png
141,カブトプス,,kabutops,こうらポケモン,1,rock,water,1.3,40.5,60,115,105,65,70,80,495,0,0,獲物を 切り裂き 体液を すする。 残った 体は ほかのポケモンの エサになる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png
142,プテラ,,aerodactyl,かせきポケモン,1,rock,flying,1.8,59.0,80,105,65,60,75,130,515,0,0,こはくに 残された 恐竜の 遺伝子から 復活させた。 高い 声で 鳴きながら 飛ぶ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png
143,カビゴン,,snorlax,いねむりポケモン,1,normal,,2.1,460.0,160,110,65,65,110,30,540,0,0,１日に 食べ物を ４００キロ 食べないと 気がすまない。 食べ終わると 眠ってしまう。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png
144,フリーザー,,articuno,れいとうポケモン,1,ice,flying,1.7,55.4,90,85,100,95,125,85,580,1,0,伝説の とりポケモン。 空気中の 水分を 凍らせ 吹雪を 作り出すことが できる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png
145,サンダー,,zapdos,でんげきポケモン,1,electric,flying,1.6,52.6,90,90,85,125,90,100,580,1,0,雲の 上から 巨大な 稲妻を 落としながら 現れる 伝説の とりポケモンである。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png
146,ファイヤー,,moltres,かえんポケモン,1,fire,flying,2.0,60.0,90,100,90,125,85,90,580,1,0,昔から 火の鳥伝説として 知られる。羽ばたくたびに 羽が 明るく 燃え上がり 美しい。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png
147,ミニリュウ,,dratini,ドラゴンポケモン,1,dragon,,1.8,3.3,41,64,45,50,50,50,300,0,0,目撃者が 少ないために 幻のポケモンと 呼ばれていた。 脱皮した 皮が 見つかっている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png
148,ハクリュー,,dragonair,ドラゴンポケモン,1,dragon,,4.0,16.5,61,84,65,70,70,70,420,0,0,水晶のような 玉には 天候を 自由に 操る 能力が 秘められているらしい。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png
149,カイリュー,,dragonite,ドラゴンポケモン,1,dragon,flying,2.2,210.0,91,134,95,100,100,80,600,0,0,大きな 体格で 空を 飛ぶ。 地球を 約１６時間で １周してしまう。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png
150,ミュウツー,,mewtwo,いでんしポケモン,1,psychic,,2.0,122.0,106,110,90,154,90,130,680,1,0,１人の 科学者が 何年も 恐ろしい 遺伝子 研究を 続けた 結果 誕生した。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png
151,ミュウ,,mew,しんしゅポケモン,1,psychic,,0.4,4.0,100,100,100,100,100,100,600,0,1,あらゆる 技を 使うため ポケモンの 先祖と 考える 学者が たくさん いる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png
152,チコリータ,,chikorita,はっぱポケモン,2,grass,,0.9,6.4,45,49,65,49,65,45,318,0,0,頭の 葉っぱから ほのかに 甘い 香りが 漂う。おとなしくて 日差しを 浴びるのが 大好き。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png
153,ベイリーフ,,bayleef,はっぱポケモン,2,grass,,1.2,15.8,60,62,80,63,80,60,405,0,0,首の まわりから 発散する スパイスのような 香りには 元気を 出させる 効果がある。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png
154,メガニウム,,meganium,ハーブポケモン,2,grass,,1.8,100.5,80,82,100,83,100,80,525,0,0,花びらから 発散される においには 争う 気持ちを 静める 成分が 含まれる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png
155,ヒノアラシ,,cyndaquil,ひねずみポケモン,2,fire,,0.5,7.9,39,52,43,60,50,65,309,0,0,臆病で いつも 体を まるめている。 襲われると 背中の 炎を 燃え上がらせて 身を守る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png
156,マグマラシ,,quilava,かざんポケモン,2,fire,,0.9,19.0,58,64,58,80,65,80,405,0,0,戦いの前 背中を 向けて 自分の 炎が どれくらい すごいかを 相手に 見せつける。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png
157,バクフーン,,typhlosion,かざんポケモン,2,fire,,1.7,79.5,78,84,78,109,85,100,534,0,0,怒りが 最高潮のとき 触ったもの すべて 一瞬で 燃え上がらせるほどに 熱い。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png
158,ワニノコ,,totodile,おおあごポケモン,2,water,,0.6,9.5,50,65,64,44,48,43,314,0,0,小さいながらも 暴れん坊。 目の前で 動くものが あれば とにかく かみついてくる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png
159,アリゲイツ,,croconaw,おおあごポケモン,2,water,,1.1,25.0,65,80,80,59,63,58,405,0,0,一度 かみつくと キバが 抜けるまで 絶対に 離さない。 抜けた キバは すぐに 生えてくる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png
160,オーダイル,,feraligatr,おおあごポケモン,2,water,,2.3,88.8,85,105,100,79,83,78,530,0,0,普段は ゆっくりとした 動きだが 獲物に かみつくときは 目にも 止まらない スピードだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png
161,オタチ,,sentret,みはりポケモン,2,normal,,0.8,6.0,35,46,34,35,45,20,215,0,0,見張り役は 鋭く 鳴いたり 尻尾で 地面を たたいたりして 仲間に 危険を 知らせる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png
162,オオタチ,,furret,どうながポケモン,2,normal,,1.8,32.5,85,76,64,45,55,90,415,0,0,母親は 細長い 体で 子供を 包みこみ 眠らせる。 速い 動きで 敵を 追いこむ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png
163,ホーホー,,hoothoot,ふくろうポケモン,2,normal,flying,0.7,21.2,60,30,30,36,56,50,262,0,0,体内の 時間の 間隔は どんなときでも 正確で 決まった リズムで 首をかしげる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png
164,ヨルノズク,,noctowl,ふくろうポケモン,2,normal,flying,1.6,40.8,100,50,50,86,96,70,452,0,0,両目は 特殊な つくり。 わずかな 光を 集めては 暗闇でも まわりを 見分ける。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png
165,レディバ,,ledyba,いつつぼしポケモン,2,bug,flying,1.0,10.8,40,20,30,40,80,55,265,0,0,寒くなると あちこちから レディバが たくさん 集まって 寄り添いあい 温め合う。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png
166,レディアン,,ledian,いつつぼしポケモン,2,bug,flying,1.4,35.6,55,35,50,55,110,85,390,0,0,夜空に 星が 瞬くとき 輝く 粉を 振りまきながら ひらひらと 飛んでいく。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png
167,イトマル,,spinarak,いとはきポケモン,2,bug,poison,0.5,8.5,40,60,40,40,40,30,250,0,0,細くて 丈夫な 糸を 張り巡らして わなを 仕掛けると 獲物が かかるのを ひたすら待つ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png
168,アリアドス,,ariados,あしながポケモン,2,bug,poison,1.1,33.5,70,90,70,60,70,40,400,0,0,お尻からだけでなく 口からも 糸を 出すので 見ただけでは どっちが 頭か わからない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png
169,クロバット,,crobat,こうもりポケモン,2,poison,flying,1.8,75.0,85,90,80,70,80,130,535,0,0,４枚に 増えた 翼で 暗闇を 静かに 飛んでいく。 となりを 通られても 気づかない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png
170,チョンチー,,chinchou,あんこうポケモン,2,water,electric,0.5,12.0,75,38,38,56,56,67,330,0,0,暗い 海底では いつも 点滅している 触手の 明かり だけが 通信手段。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png
171,ランターン,,lanturn,ライトポケモン,2,water,electric,1.2,22.5,125,58,58,76,76,67,460,0,0,深海を 泳ぐ ランターンの 明かりは 水面まで 届く。 深海の星 と 呼ばれている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png
172,ピチュー,,pichu,こねずみポケモン,2,electric,,0.3,2.0,20,40,15,35,35,60,205,0,0,仲間と 尻尾の 先を あわせて 火花を 飛ばす 遊びをする。 度胸試しを しているらしい。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png
173,ピィ,,cleffa,ほしがたポケモン,2,fairy,,0.3,3.0,50,25,28,45,55,15,218,0,0,お星さまのような シルエット。 その姿から 流れ星に乗って やって来ると 信じられている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png
174,ププリン,,igglybuff,ふうせんポケモン,2,normal,fairy,0.3,1.0,90,30,15,40,20,15,210,0,0,短い 脚で 歩くより やわらかい 体を 使って 飛び跳ねながら 動き回る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png
175,トゲピー,,togepi,はりたまポケモン,2,fairy,,0.3,1.5,35,20,65,40,65,20,245,0,0,殻の中に 幸せが たくさん つまっているらしく 優しくされると 幸運を 分け与える という。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png
176,トゲチック,,togetic,しあわせポケモン,2,fairy,flying,0.6,3.2,55,40,85,80,105,40,405,0,0,優しい人の そばに いないと 元気が 出なくなってしまう。 羽を動かさずに 空に浮かべる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png
177,ネイティ,,natu,ことりポケモン,2,psychic,flying,0.2,2.0,40,50,45,70,45,70,320,0,0,羽が 育ちきって おらず 飛び跳ねるようにして 移動する。 いつも なにかを 見つめている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png
178,ネイティオ,,xatu,せいれいポケモン,2,psychic,flying,1.5,15.0,65,75,70,95,70,95,470,0,0,朝方 昇る 太陽を じっと 見つめ 祈りを ささげると ほとんど 動かず １日を終える。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png
179,メリープ,,mareep,わたげポケモン,2,electric,,0.6,7.8,55,40,40,65,45,35,280,0,0,ふわふわの 体毛は 静電気が たまると ２倍に ふくらむ。 触ると 感電してしまう。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png
180,モココ,,flaaffy,わたげポケモン,2,electric,,0.8,13.3,70,55,55,80,60,45,365,0,0,ふかふかの 体毛は 電気を ためやすいが ゴムのような 皮膚の おかげで 自分は しびれない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png
181,デンリュウ,,ampharos,ライトポケモン,2,electric,,1.4,61.5,90,75,85,115,90,55,510,0,0,尻尾の先が 光り輝く。 光は はるか 遠くまで 届き 迷った者の 道標となる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png
182,キレイハナ,,bellossom,フラワーポケモン,2,grass,,0.4,5.8,75,80,95,90,100,50,490,0,0,ときおり キレイハナが 集まって 踊るような 仕草を みせる。 太陽を呼ぶ 儀式と いわれる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png
183,マリル,,marill,みずねずみポケモン,2,water,fairy,0.4,8.5,70,20,50,20,50,40,250,0,0,全身の 体毛は 水を 弾く 性質を 持ち 水浴び しても 乾いている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png
184,マリルリ,,azumarill,みずうさぎポケモン,2,water,fairy,0.8,28.5,100,50,80,60,80,50,420,0,0,長い 耳は 優れた センサー。 川底で 動く 生き物の 音を 聞き分ける ことが できる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png
185,ウソッキー,,sudowoodo,まねポケモン,2,rock,,1.2,38.0,70,100,115,30,65,30,410,0,0,いつも 木のふりを している。 体の つくりは 植物より 石や 岩などに 近いようだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png
186,ニョロトノ,,politoed,かえるポケモン,2,water,,1.1,33.9,90,75,75,90,100,70,500,0,0,３匹以上 ニョロトノが 集まると かならず 怒鳴るような 鳴き声で 合唱を はじめる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png
187,ハネッコ,,hoppip,わたくさポケモン,2,grass,flying,0.4,0.5,35,35,40,35,55,50,250,0,0,とても 軽い 体。 吹き飛ばされないよう しっかり 地面を 踏みしめている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png
188,ポポッコ,,skiploom,わたくさポケモン,2,grass,flying,0.6,1.0,55,45,50,45,65,80,340,0,0,頭の上に 咲いた 花は 気温に よって 開いたり 閉じたりする 性質を 持つ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png
189,ワタッコ,,jumpluff,わたくさポケモン,2,grass,flying,0.8,3.0,75,55,70,55,95,110,460,0,0,季節風に 流されて 世界を １周してしまう。 途中で 綿胞子を ばらまく。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png
190,エイパム,,aipom,おながポケモン,2,normal,,0.8,11.5,55,70,55,40,55,85,360,0,0,高い 木の上で 暮らしている。 枝から 枝へ 飛び移るとき 尻尾で 巧みに バランスをとる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png
191,ヒマナッツ,,sunkern,たねポケモン,2,grass,,0.3,1.8,30,30,30,30,30,30,180,0,0,ある朝 突然 降ってくる。 オニスズメに 襲われると 葉っぱを 激しく 振って 追い払う。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png
192,キマワリ,,sunflora,たいようポケモン,2,grass,,0.8,8.5,75,75,55,105,85,30,425,0,0,暑い 季節が 近づくと 顔の 花びらは 鮮やかになり 活発に 動くようになる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png
193,ヤンヤンマ,,yanma,うすばねポケモン,2,bug,flying,1.2,38.0,65,65,45,75,45,95,390,0,0,顔を 動かさずに ３６０度 すべてを 見渡す 目を 持つので 真後ろの 獲物も 見逃さない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png
194,ウパー,,wooper,みずうおポケモン,2,water,ground,0.4,8.5,55,45,45,25,25,15,210,0,0,冷たい 水の中で 生活。 あたりが 涼しくなると エサを 探しに 地上にも 現れる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png
195,ヌオー,,quagsire,みずうおポケモン,2,water,ground,1.4,75.0,95,85,85,65,65,35,430,0,0,のんびりとした 性格。 川底で 口を 開けて エサが 飛びこんでくるのを ひたすら 待つ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png
196,エーフィ,,espeon,たいようポケモン,2,psychic,,0.9,26.5,65,65,60,130,95,110,525,0,0,相手の 動きを 予知するとき ふたまたに なっている 尻尾の 先は 微妙に 揺れている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png
